CatalogNumber,Date,TradeDirection,ProductName,CompanyName,ContactPerson,Protein,TestWeight,FallingNumber,Quantity,DeliveryParity,LocationDetail,Price,Currency,GMP,ISCC,PublicNotes,PrivateNotes,,,,,,,,,,,,,,,,,,,,
269,05.11.2024,offer,rapeseed,,Braňo,,,,,,,,,,,"25.indicative offer, rapeseed, 100-150t, FCA Topolčany, 1/25, 548€/t",,,,,,,,,,,,,,,,,,,,,
270,06.11.2024,offer,sorghum,,Miki,,,,,,,,,,,"26.indicative offer, white sorghum 15%moisture, 500-1000t, FCA Nitra, 11-12/2024, ???€/t",,,,,,,,,,,,,,,,,,,,,
271,11.11.2024,offer,wheat,,Miki,,,,,,,,,,,"27.indicative offer, wheat, 11/80/220, 800t, FCA Nitra+20km, 1-2/2025",Ivánka p.Nitre,,,,,,,,,,,,,,,,,,,,
272,11.11.2024,offer,durum,,Miki,,,,,,,,,,,"28.indicative offer, durum, 12,5-13/78/220/55-60, 200t, 1-2/2025, FCA Nitra+20km",Ivánka p.Nitre,,,,,,,,,,,,,,,,,,,,
273,13.11.2024,offer,barley,,Ondrej,,,,,,,,,,,"29.indicative offer, feedbarley, 62kg/HL, gmp+, 1250don, FCA Brno+20km, 11/24 - 13.12.2024 no extention. 300t, 178€/t",,,,,,,,,,,,,,,,,,,,,
274,14.11.2024,offer,durum,,Braňo ,,,,,,,,,,,"30.indicative offer, Durum, 25t, 14/75/230/75, 6%GB, FCA Nitra+20km, promt, 260€/t",,,,,,,,,,,,,,,,,,,,,
275,18.11.2024,offer,wheat,,Dušan,,,,,,,,,,,"31.indicative offer, wheat, 12/76/220, FCA Diakovce, 11-12/24 or 1-2/25, 207€/t, 200t.",,,,,,,,,,,,,,,,,,,,,
276,18.11.2024,offer,maize,,Coufal,,,,,,,,,,,"32.indicative offer, maize, iscc, gmp, FCA Šurany+20km, 11-12/2024, 200t",Dolný Oháj,,,,,,,,,,,,,,,,,,,,
277,18.11.2024,offer,maize,,Coufal,,,,,,,,,,,"33.indicative offer, maize, iscc, gmp, FCA Nové Zámky+20km, 11-12/2024, 1000t",,,,,,,,,,,,,,,,,,,,,
278,20.11.2024,offer,wheat,,Burdy,,,,,,,,,,,"34.indicative offer, feedwheat 72kg/HL, 500t, iscc, gmp, FCA Zlín area-CZ, 1Q/2025",192€/t Osadkowski,,,,,,,,,,,,,,,,,,,,
279,20.11.2024,offer,wheat,,Burdy,,,,,,,,,,,"35.indicative offer, millingwheat, 12/76/220, FCA Mikulov-CZ, 700t, 1.Q/2025",,,,,,,,,,,,,,,,,,,,,
280,20.11.2024,offer,wheat,,Sylvia,,,,,,,,,,,"36.indicative offer, millingwheat, 12,5/77/230, FCA Zlaté Moravce+20km, 175t, 1/2025",,,,,,,,,,,,,,,,,,,,,
281,20.11.2024,offer,sunflower,,Miki,,,,,,,,,,,"37.indicative offer, sunflower LO, 270t, FCA Nitra+20km, 11/24 - 3/25",,,,,,,,,,,,,,,,,,,,,
282,20.11.2024,offer,wheat,,Peto Kalnai,,,,,,,,,,,"37.indicative offer, millingwheat, 12,5/77/230, FCA Nitra, 500t, 11/24-13.12.2024, 225€/t",,,,,,,,,,,,,,,,,,,,,
283,20.11.2024,offer,wheat,,Juričák,,,,,,,,,,,"38.indicative offer, feedwheat 72kg/HL, after fumigation, dead insects inside!!!, GMP, ISCC, 50t, promt, FCA Havlíčkuv Brod-CZ, 4750Kc/t",,,,,,,,,,,,,,,,,,,,,
284,20.11.2024,offer,maize,,Ondrej,,,,,,,,,,,"34.indicative offer, maize, iscc, gmp, FCA Bratislava, 200t, promt",,,,,,,,,,,,,,,,,,,,,
285,20.11.2024,offer,sunflower,,Ondrej,,,,,,,,,,,"35.indicative offer, sunflower striped, FCA Bratislava, 150t, 1Q/2025",,,,,,,,,,,,,,,,,,,,,
286,20.11.2024,offer,barley,,Braňo,,,,,,,,,,,"36.indicative offer, feedbarley, 67kg/HL, GMP, 1250don, FCA Trnava+20km, 180€/t, 12/2024 - 1/2025",,,,,,,,,,,,,,,,,,,,,
287,26.11.2024,offer,durum,,Peťo Petro,,,,,,,,,,,"37.indicative offer, durum, min.13/72/220/65, average 14,1/74/220/71, 300t, FCA Piešťany+20km, 250€/t, 11-12/24",,,,,,,,,,,,,,,,,,,,,
288,03.12.2024,offer,rapeseed,,Miki,,,,,,,,,,,"38.indicative offer, repka 200t FCA Nitra+/-20km, 11/24-13.12.2024",,,,,,,,,,,,,,,,,,,,,
289,29.11.2024,offer,sorghum,,Miki,,,,,,,,,,,"39.indicative offer, sorghum red, 100-200t, FCA Nitra+25km, 11/24-13.12.2024",,,,,,,,,,,,,,,,,,,,,
290,29.11.2024,offer,durum,,Nicol,,,,,,,,,,,"40.indicative offer, durum, 12,5/78/220/80, 500t, FCA Velky Krtis+20km, 1-2/2025",,,,,,,,,,,,,,,,,,,,,
291,29.11.2024,offer,wheat,,Nicol,,,,,,,,,,,"41.indicative offer, wheat, 400t, 11,4/80/220, FCA Velky Krtis+20km, 1-2/25",,,,,,,,,,,,,,,,,,,,,
292,29.11.2024,offer,wheat,,Nicol,,,,,,,,,,,"42.indicative offer, wheat 13/80/250, FCA Velky Krtis, 1-2/2025, 125t",,,,,,,,,,,,,,,,,,,,,
293,03.12.2024,offer,feedbarley,,Ondrej,,,,,,,,,,,"43.indicative offer 100t, Feedbarley, FCA Trnava, 1/25",,,,,,,,,,,,,,,,,,,,,
294,03.12.2024,offer,feedbarley,,Ondrej,,,,,,,,,,,"44.indicative offer 50t, Feedwheat, FCA Trnava, 1/25",,,,,,,,,,,,,,,,,,,,,
295,03.12.2024,offer,wheat,,Ondrej,,,,,,,,,,,"45.indicative offer, 100-125t, wheat 12,5/77/250, FCA Kezmarok, promt till 13.12.2024",,,,,,,,,,,,,,,,,,,,,
296,03.12.2024,offer,wheat,,Ondrej,,,,,,,,,,,"46.indicative offer, 100t wheat, 12/76/220, FCA Uherske Hradiste-CZ, promt - 13.12.2024",,,,,,,,,,,,,,,,,,,,,
297,03.12.2024,offer,wheat,,Miki,,,,,,,,,,,"47.wheat, mix.11/80/220 - 12,5/80/220, FCA Nitra+20km, 500t, 1-2/2025",,,,,,,,,,,,,,,,,,,,,
298,04.12.2024,offer,barley,,allium,,,,,,,,,,,"48.75t, feedbarley. 60kg, FCA Trutnov-CZ, till 17.12.2024, 173€/t",,,,,,,,,,,,,,,,,,,,,
299,04.12.2024,offer,wheat,,allium,,,,,,,,,,,"49. 100t, wheat, 12/76/220,  FCA Prostejov-CZ west, 1/25, 5220kč(207,50€/t)",,,,,,,,,,,,,,,,,,,,,
300,04.12.2024,offer,wheat,,allium,,,,,,,,,,,"50.wheat, 12,5/77/250, 300t, FCA Melnik-Litomerice-CZ, 1-2/25",,,,,,,,,,,,,,,,,,,,,
301,08.01.2025,offer,durum,,Miki,,,,,,,,,,,"51.12,6-14,8/80/28-34/",,,,,,,,,,,,,,,,,,,,,
302,05.03.2025,offer,maize,,Sylvia,,,,,,,,,,,"52.maize, 14,5/8/2, 200t, FCA Bratislava+25km, 220€/t",,,,,,,,,,,,,,,,,,,,,
303,14.04.2025,offer,wheat,,Petro,,,,,,,,,,,"53.wheat offer 150t, FCA Nové Zámky+20km, 12/24/78/220, DON max.1000ppb, 4-5/2025",FCA Dolný Oháj,,,,,,,,,,,,,,,,,,,,
304,22.04.2025,offer,wheat,,Braňo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,22.04.2025,offer,durum,,Braňo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,22.04.2025,offer,durum,,Braňo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,22.04.2025,offer,peas,,Braňo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,22.04.2025,offer,peas,,Braňo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,22.04.2025,offer,sorghum,,Braňo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,22.04.2025,offer,maize,,Braňo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,22.04.2025,offer,oats,,Braňo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,22.04.2025,offer,rapeseed,,Braňo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,22.04.2025,offer,sunflower,,Braňo,,,,,,,,,,,"54.wheat offer Arkeos bisquit wheat, 250t, 7-8/2025",,,,,,,,,,,,,,,,,,,,,
314,22.04.2025,offer,sunflower,,Braňo,,,,,,,,,,,"55.durum, 13/78/250/75, FCA Pieštany-Topolcany, 7-10/2025, 500t",,,,,,,,,,,,,,,,,,,,,
315,22.04.2025,offer,maize,,Stevlik,,,,,,,,,,,"56.durum, 12,5/78/220/75, FCA Bratislava+20km, 7-11/2025, 500t",,,,,,,,,,,,,,,,,,,,,
316,22.04.2025,offer,wheat,,Stevlik,,,,,,,,,,,"57.yellow peas, 200t, FCA Topolcany-Piestany, 8-9/2025",,,,,,,,,,,,,,,,,,,,,
317,22.04.2025,offer,wheat,,Burdy,,,,,,,,,,,"57.green peas, 200t, FCA Topolcany-Piestany, 8-9/2025",,,,,,,,,,,,,,,,,,,,,
318,22.04.2025,offer,rapeseed,,Burdy,,,,,,,,,,,"58.red sorghum, 250t, FCA Topolcany, 7-8/2025",,,,,,,,,,,,,,,,,,,,,
319,22.04.2025,offer,rapeseed,,Burdy,,,,,,,,,,,"59.maize, iscc, gmp+, 14,5/8/2, FCA Nové Zámky+20km, 10-11/2025",,,,,,,,,,,,,,,,,,,,,
320,23.4.2025,offer,oats,,,,,,,,,,,,,"60.naked oats, 10-11/2025, FCA Topolčany+20km",,,,,,,,,,,,,,,,,,,,,
321,23.4.2025,offer,rapeseed nc,,,,,,,,,,,,,"61.rapeseed, iscc, gmp, FCA Topolcany-Piestany, Nové Zámky, 7-8/2025",,,,,,,,,,,,,,,,,,,,,
322,23.4.2025,offer,sunflower nc,,,,,,,,,,,,,"62.sunflower black, iscc, gmp, FCA Nové Zámky, 9-10/2025",,,,,,,,,,,,,,,,,,,,,
323,23.4.2025,offer,sunflower nc,,,,,,,,,,,,,"62.sunflower striped, FCA Nové Zámky-Komárno, 9-10/2025",,,,,,,,,,,,,,,,,,,,,
324,23.4.2025,offer,maize oc,,Coufal,,,,,,,,,,,"63.maize, 14,5/8/2, iscc, gmp, 200t, FCA Senec, 218€/t",,,,,,,,,,,,,,,,,,,,,
325,23.4.2025,offer,wheat oc,,Feliz,,,,,,,,,,,"64.wheat, 13,5/78/250, 1000t, FCA Malacky, 5/2025",,,,,,,,,,,,,,,,,,,,,
326,23.4.2025,offer,wheat oc,,Burdy,,,,,,,,,,,"65.13,5-14/78/280, FCA Kyjov, 4-5/2025, 500t, 240€/t",,,,,,,,,,,,,,,,,,,,,
327,23.4.2025,offer,rapeseed nc,,Coufal,,,,,,,,,,,"66.Rapeseed.new crop 100t, FCA Trnava, 500€/t, 7-8/25 indication",,,,,,,,,,,,,,,,,,,,,
328,25.04.2025,offer,rapeseed oc,,Coufal,,,,,,,,,,,"67.Rapeseed old crop 600t, FCA Šala, 560€/t, 4-5/25 indication",,,,,,,,,,,,,,,,,,,,,
329,25.04.2025,offer,wheat oc,,Hornáková,,,,,,,,,,,"68.wheat, 500t, 13/78/250, FCA Brno south, 5/2025",,,,,,,,,,,,,,,,,,,,,
330,25.04.2025,offer,wheat oc,,Hornáková,,,,,,,,,,,"69.wheat, 1000t, 12/76/220, FCA Brno south, 5/2025",,,,,,,,,,,,,,,,,,,,,
331,25.04.2025,offer,wheat oc,,Sylvia,,,,,,,,,,,"70.wheat, 300t, 15/78/300, FCA west SK, 5/2025",FCA NZ+25km,,,,,,,,,,,,,,,,,,,,
332,25.04.2025,offer,maize oc,,Sylvia,,,,,,,,,,,"71.maize, 500t, FCA west SK, 6-8/2025",FCA NZ+25km,,,,,,,,,,,,,,,,,,,,
333,28.04.2025,offer,maize oc,,Coufal,,,,,,,,,,,"72.maize, 200-250t sellers choice, 5/25, 207€/t, FCA Vráble +20km,gmp, iscc, 14,5/8/2, 2000don, afla",,,,,,,,,,,,,,,,,,,,,
334,28.04.2025,offer,durum nc,,Braňo,,,,,,,,,,,"73.durum new crop, 13/78/230/75, 5%gb, 1500don, FCA Košice-Trebišov, 260€/t",,,,,,,,,,,,,,,,,,,,,
335,28.04.2025,offer,maize,,Burdy,,,,,,,,,,,"74.maize, 14,5/8/2, iscc, gmp, FCA Olomouc, 500t, 5-6/25",,,,,,,,,,,,,,,,,,,,,
336,29.04.2025,offer,wheat oc,,Braňo,,,,,,,,,,,"75.wheat 11,5/75/220, FCA Leopoldov +20km, 150t, 5/25.",,,,,,,,,,,,,,,,,,,,,
337,29.04.2025,offer,maize oc,,Proagros,,,,,,,,,,,"76.maize, 250t, FCA Vráble, 250t, 5/2025",,,,,,,,,,,,,,,,,,,,,
338,29.04.2025,offer,wheat oc,,Proagros,,,,,,,,,,,"77.wheat, 11,5/74/250, 400t, FCA Šurany, 5/2025",,,,,,,,,,,,,,,,,,,,,
339,29.04.2025,offer,maize oc,,Kalnai,,,,,,,,,,,"78.Mais, 300t FCA Blahová, 5/25, 14,5/8/2, 5afla, 2000don. 205€/t.
Quali + gewicht final Ladestelle, (laut Debasafe muster) im Fall der Streitigkeiten ueber Quali werden Muster ins Gafta Labor gesandt.",,,,,,,,,,,,,,,,,,,,,
340,05.05.2025,offer,wheat oc,,Coufal,,,,,,,,,,,"79.wheat, 12/76/220, FCA Šurany, promt",FCA Dolný Oháj,,,,,,,,,,,,,,,,,,,,
341,05.05.2025,offer,rapeseed nc,,Coufal,,,,,,,,,,,"80.rapeseed, ISCC, GMP, 40/9/2, FCA Senec, 50t, ex crop.",FCA Igram,,,,,,,,,,,,,,,,,,,,
342,05.05.2025,offer,wheat oc,,Juričák,,,,,,,,,,,"81. weizen 13/78/250, 240€/t CPT Pregarten, promt",,,,,,,,,,,,,,,,,,,,,
343,05.05.2025,offer,wheat oc,,Juričák,,,,,,,,,,,"82. weizen 13/78/250, 220€/t FCA Vlašim, promt",,,,,,,,,,,,,,,,,,,,,
344,05.05.2025,offer,wheat oc,,Peťo Petro,,,,,,,,,,,"83.feedwheat, 300t, FCA Prievidza, promt",,,,,,,,,,,,,,,,,,,,,
345,06.05.2025,offer,wheat oc,,Coufal,,,,,,,,,,,"84.100t, 11,5-12,5/75-79/220, FCA Nove Zamky+20km, 5/25",,,,,,,,,,,,,,,,,,,,,
346,06.05.2025,offer,durum nc,,Coufal,,,,,,,,,,,"86.300t durum FCA Trebišov, 7-9/25",,,,,,,,,,,,,,,,,,,,,
347,06.05.2025,offer,wheat nc,,Peťo Petro,,,,,,,,,,,"87.wheat 2000t, FCA/FOR Prievidza, 7-8/2025 + storage 1€/t/month. FW - 186€/t, 12,5%protein - 196€/t",,,,,,,,,,,,,,,,,,,,,
348,06.05.2025,offer,peas oc,,Krivánek,,,,,,,,,,,"88.green peas, 100t, FCA Nitra+20km, promt",,,,,,,,,,,,,,,,,,,,,
349,06.05.2025,offer,peas oc,,Krivánek,,,,,,,,,,,"88.yellow peas, 100t, FCA Nitra+20km, promt, 350€/t",,,,,,,,,,,,,,,,,,,,,
350,12.05.2025,offer,wheat oc,,nikel,,,,,,,,,,,"89.
wheat, fca trebisov 7/25 -15.8.25 min.12,5/77/250",,,,,,,,,,,,,,,,,,,,,
351,13.05.2025,offer,wheat oc,,Coufal,,,,,,,,,,,"90.wheat, 12,5/77/250, FCA Vráble+20km, 150t, 5/25",,,,,,,,,,,,,,,,,,,,,
352,13.05.2025,offer,wheat oc,,Coufal,,,,,,,,,,,"91.wheat, 14/78/300, FCA Vráble+20km, 100t, 5/2025",,,,,,,,,,,,,,,,,,,,,
353,14.05.2025,offer,,,Juričák,,,,,,,,,,,"92.wheat, 12,5%protein, FCA midle Moravia, 213€/t",,,,,,,,,,,,,,,,,,,,,
354,14.05.2025,offer,wheat oc,,Kalnai,,,,,,,,,,,"93.wheat 12-12,5%, 200-300t, FCA Třebíč, 5-6/25",,,,,,,,,,,,,,,,,,,,,
355,19.05.2025,offer,wheat oc,,Coufal,,,,,,,,,,,"94.wheat, 15/78/300, FCA Trnava+20km, 5-6/2025","nemá W, FCA Majcichov",,,,,,,,,,,,,,,,,,,,
356,26.05.2025,offer,durum nc,,Miki,,,,,,,,,,,"95.durum, 13/78/250/75, 1500don, FCA Nitra+20km, ",FCA Slepčany,,,,,,,,,,,,,,,,,,,,
357,26.05.2025,offer,peas nc,,Braňo,,,,,,,,,,,"96.300t gelbe F-erbsen - 300€/t
300t gruene F-erbsen
FCA Topolcany - 350€/t Hlohovec area
7-11/25",,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,27.5.2025,offer,soybeans oc,,Sylvia,,,,,,,,,,,"97.Roman, 50t sojabohne alte E , Vrable+25km, promt.... hast Du eine Idee?",,,,,,,,,,,,,,,,,,,,,
360,27.05.2025,offer,soybeans nc,,Sylvia,,,,,,,,,,,"98.Auch neue E soja 500t FCA Nove Zamky + 20km, 9-10/25",,,,,,,,,,,,,,,,,,,,,
361,27.5.2025,offer,durum oc,,Alenka,,,,,,,,,,,"99.Majko v Senici je durumka
Ca 750 ton
NL 12,5-13,5
OH 78
SKLOVITOSŤ - 50!!!
pls skús Corn Trans a Pilstl... dík",,,,,,,,,,,,,,,,,,,,,
362,27.5.2025,offer,durum oc,,Braňo,,,,,,,,,,,"100.Roberto, I have 1450t durum, FCA Nenince old crop",,,,,,,,,,,,,,,,,,,,,
363,27.5.2025,offer ,wheat oc,,Braňo,,,,,,,,,,,"101.200t Feedwheat FCA Zvolen, promt",,,,,,,,,,,,,,,,,,,,,
364,4.6.2025,offer,,,Jaro,,,,,,,,,,,"102.500t kukurica Chotín. 7/25, 205€/t",,,,,,,,,,,,,,,,,,,,,
365,6.6.2025,offer,rapeseed nc,,Coufal,,,,,,,,,,,"103.Rapeseed 100-125t, FCA Štúrovo, 7/25",,,,,,,,,,,,,,,,,,,,,
366,09.06.2025,offer,maize,,Sylvia,,,,,,,,,,,"104.maize, 14,5/8/2, 2000don. 5 afla 500t, FCA Velky Meder+20km, 190€/t, 10-12/2025, succesive, no extention",,,,,,,,,,,,,,,,,,,,,
367,10.6.2025,offer ,peas,,Krivanek,,,,,,,,,,,"105.green peas for human cons., 300-500t, FCA Komárno, 7/25",,,,,,,,,,,,,,,,,,,,,
368,24.6.2025,offer,peas,,Sylvia,,,,,,,,,,,"106.yellow peas, 400t, FCA Trnava-Dunajska Streda, 7-8/25, 255€/t, indicative, non binding",,,,,,,,,,,,,,,,,,,,,
369,24.06.2025,offer,wheat,,Miki,,,,,,,,,,,"107.wheat, 14-15/78/300, crop 2024, FCA Trnava, 6-7/2025",,,,,,,,,,,,,,,,,,,,,
370,24.06.2025,offer,rye,,Braňo,,,,,,,,,,,"108.millingrye, crop 25, 200-250t, 7/25, FCA Malacky +30km ",,,,,,,,,,,,,,,,,,,,,
371,25.06.2025,offer,peas nc,,Coufal,,,,,,,,,,,"109.green peas, FCA Senec+20km, 50-100t, promt",FCA Igram,,,,,,,,,,,,,,,,,,,,
372,26.6.2025,offer,wheat nc,,Coufal,,,,,,,,,,,110. 200t weizen 13/78/250 ab 15.7. Bis 30.7.,,,,,,,,,,,,,,,,,,,,,
373,30.06.2025,offer,peas nc,,Braňo,,,,,,,,,,,"111.75t yellow peas, promt, FCA Trnava+20km, 265€/t",,,,,,,,,,,,,,,,,,,,,
374,01.07.2025,offer,maize nc,,Juricak,,,,,,,,,,,"112.offer maize, 1000t, FCA Nove Zamky, 7-8/25",,,,,,,,,,,,,,,,,,,,,
375,01.07.2025,offer,barley nc,,Juricak,,,,,,,,,,,"113.offer feedbly, 500t, FCA Komarno - Nove Zamky, 7-8/25",,,,,,,,,,,,,,,,,,,,,
376,01.07.2025,offer,durum nc,,Juricak,,,,,,,,,,,"114.offer durum, FOR middle SK, 7-9/25","ponúknuté Hundovi, Radekovi, Marschallovi, Rudimu, EP Res, Viterra, Pilstlovi",,,,,,,,,,,,,,,,,,,,
377,01.07.2025,offer,barley nc,,Juricak,,,,,,,,,,,"115.feed barley, gmp, 62kg, 500t, 170€/t, FCA Komárno-Velký Meder, 7-8/25",,,,,,,,,,,,,,,,,,,,,
378,02.07.2025,offer,barley nc,,Juricak,,,,,,,,,,,"116.indicative offer Feedbarley FCA Uherske Hradiste - Hodonin, 162€/t, promt, ",,,,,,,,,,,,,,,,,,,,,
379,02.07.2025,offer,wheat nc,,Coufal,,,,,,,,,,,"117.indicative offer, wheat, 13/78/250, FCA Nitra+20km, 7/25, 200-300t, 200€/t","Alekšince, fixne ponúknuté Rainerovi",,,,,,,,,,,,,,,,,,,,
380,02.07.2025,offer,wheat nc,,Coufal,,,,,,,,,,,"118.indicative offer, wheat, 14/78/250, FCA Nitra+20km, 7/25, 200-300t, 210€/t","Klasov, o to má záujem Gutscher, ale Coufalov farmár chce ešte vzorkovať bu.KT, či určite má tú kvalitu.",,,,,,,,,,,,,,,,,,,,
381,02.07.2027,offer,wheat nc,,Coufal,,,,,,,,,,,"119.indicative offer wheat, 13/78/250, FCA Vráble +20km, 7-8/2025, test truck promt, 200t, 200€/t","Klasov, dáme Gutscherovi",,,,,,,,,,,,,,,,,,,,
382,08.07.2025,demand,jačmeň nc,,Pilstl,,,,,,,,,,,"71. 300 To jačmeň krmný 62kg, ex crop, 145€, FCA Trnava
",,,,,,,,,,,,,,,,,,,,,
383,08.07.2025,demand,pšenica nc,,Pilstl,,,,,,,,,,,72. 300 To krmná pšenica 170€ Ex crop FCA Trnava ,,,,,,,,,,,,,,,,,,,,,
384,08.07.2025,demand,pšenica nc,,Agrana,,,,,,,,,,,"73.indikačný dopyt pšenica krmná CPT Pischel. Ročná prémia -20€, dodanie iba 7-9 = 185€ a dodanie 27-28KT stará úr. = 215€",,,,,,,,,,,,,,,,,,,,,
385,08.07.2025,demand,jačmeň nc,,Rainer,,,,,,,,,,,"74.indikačný dopyt jačmeň krmný 63kg, gmp, FCA TT, HC, DS, 155-160€/t, 500t, 7-8/25",,,,,,,,,,,,,,,,,,,,,
386,08.07.2025,demand,jačmeň nc,,Viskupič,,,,,,,,,,,"75.indikačný dopyt Jačmeň krmný 155-160€/t 500t, 8/25, 1250don, 62kg/HL, FCA Trebišov",,,,,,,,,,,,,,,,,,,,,
387,08.07.2025,demand,jačmeň nc,,Pilstl,,,,,,,,,,,"76.indikačný dopyt pšenica krmná iscc, gmp, 72kg, FCA záp.SK, 7-8/25",,,,,,,,,,,,,,,,,,,,,
388,08.07.2025,demand,pšenica nc,,Juričák,,,,,,,,,,,"77.indikačný dopyt jacmen krmny 62kg, 800don, cpt Šala, 500t, 150€/t ",,,,,,,,,,,,,,,,,,,,,
389,08.07.2025,demand,jacmen nc,,Ulrik,,,,,,,,,,,"78.indikačný dopyt cirok, triticale, raž krmná",,,,,,,,,,,,,,,,,,,,,
390,08.07.2025,demand,pšenica nc,,Ulrik,,,,,,,,,,,"79.indikačný dopyt krmna psenica, 180€/t, je jedno či stará, či nová úr, odvoz buduci KT, 1000t",,,,,,,,,,,,,,,,,,,,,
391,08.07.2025,demand,pšenica nc,,Rainer,,,,,,,,,,,"80..indikačný dopyt, pšenica, 13/78/250, FCA Nitra+20km, 7/25, 200-300t, 197€/t",,,,,,,,,,,,,,,,,,,,,
392,08.07.2025,demand,pšenica nc,,Rainer,,,,,,,,,,,"81.indikačný dopyt, pšenica 14/78/250, FCA Nitra+20km, 7/25, 200-300t, 207€/t",,,,,,,,,,,,,,,,,,,,,
393,08.07.2025,demand,pšenica nc,,Rainer,,,,,,,,,,,"82.indicative demand wheat, 14/78/250, FCA Nitra+20km, 7/25, 200-300t, 205€/t basis Probe",,,,,,,,,,,,,,,,,,,,,
394,08.07.2025,demand,pšenica nc,,Henri,,,,,,,,,,,"82.indicative demand wheat, 14/78/250, CPT Pregarten, 7/25, 200-300t, 235€/t basis Probe",,,,,,,,,,,,,,,,,,,,,
395,08.07.2025,demand,kukurica oc,,Gustav K.,,,,,,,,,,,"83.indikačný dopyt kukurica stará úr.7-8/25, 14,5/8/2, 5afla, 1750don, 213€/t FCA záp.SK(nejde do JUBU)",,,,,,,,,,,,,,,,,,,,,
396,08.07.2025,demand,kukurica oc,,Gergély,,,,,,,,,,,"84.indication demand maize crop 2024, 215-217€/t CPT Szabadegyháza, 7-8/2025",,,,,,,,,,,,,,,,,,,,,
397,08.07.2025,demand,kukurica nc,,Gergély,,,,,,,,,,,"85.indication demand maize crop 2025, 217-218€/t CPT Szabadegyháza, 10-11/2025",,,,,,,,,,,,,,,,,,,,,
398,08.07.2025,demand,pšenica nc,,Henri,,,,,,,,,,,"86.indication demand wheat, 15-16/78/300, FCA west SK, 7-8/2025, 215€/t",,,,,,,,,,,,,,,,,,,,,